Transcript_Chr	Transcript_Start	Transcript_End	Strand	log2FoldChange	logCPM	P-value	FDR	DEG	Exposure	Sex	Stage	Transcript	Gene	Symbol	GeneType	TE_Chr	TE_Start	TE_End	TE_strand	subfamily	class	family	transcript_type
chr17	34826450	34826452	-	-1.291110093	-0.301190015	1.44E-07	6.24E-06	TRUE	TBT	M	adt	ENSMUST00000162954.1	ENSMUSG00000061207.11	Stk19	protein_coding	chr17	34825786	34826477	+	MuRRS4-int	LTR	ERV1	retained_intron
chr10	128007593	128007595	-	-1.525653429	1.812079944	2.01E-07	8.38E-06	TRUE	TBT	M	adt	ENSMUST00000219953.1	ENSMUSG00000025396.7	Hsd17b6	protein_coding	chr10	128007359	128007807	-	MLT2B3	LTR	ERVL	protein_coding
chr8	13317635	13317637	+	-2.003303153	-0.872317076	2.37E-07	9.70E-06	TRUE	TBT	M	adt	ENSMUST00000210750.1	ENSMUSG00000038497.7	Tmco3	protein_coding	chr8	13317410	13317736	+	IAPLTR3	LTR	ERVK	processed_transcript
chr8	85084287	85084289	+	-1.379998162	-0.327373354	6.62E-07	2.39E-05	TRUE	TBT	M	adt	ENSMUST00000211379.1	ENSMUSG00000005142.10	Man2b1	protein_coding	chr8	85084274	85084336	-	ID4	SINE	ID	retained_intron
chr7	14438560	14438562	-	-1.152815443	3.660941249	7.69E-07	2.71E-05	TRUE	TBT	M	adt	ENSMUST00000210366.1	ENSMUSG00000030378.15	Sult2a8	protein_coding	chr7	14438470	14438652	-	ID_B1	SINE	B4	retained_intron
chr11	69969402	69969404	-	-1.671383443	0.245303703	8.61E-07	3.00E-05	TRUE	TBT	M	adt	ENSMUST00000151766.1	ENSMUSG00000018565.17	Elp5	protein_coding	chr11	69969288	69969426	-	B1_Mm	SINE	Alu	retained_intron
chr3	98762403	98762405	-	-0.919284805	3.401688126	1.38E-06	4.55E-05	FALSE	TBT	M	adt	ENSMUST00000146196.3	ENSMUSG00000062410.14	Hsd3b3	protein_coding	chr3	98762221	98762524	-	ORR1D1	LTR	ERVL-MaLR	protein_coding
chr17	34951243	34951245	-	-1.327088198	-1.305830895	2.14E-06	6.69E-05	TRUE	TBT	M	adt	ENSMUST00000174464.1	ENSMUSG00000092203.7	1110038B12Rik	processed_transcript	chr17	34951201	34951306	+	B2_Mm2	SINE	B2	retained_intron
chr11	117816653	117816655	-	-2.046666153	0.757111145	2.92E-06	8.74E-05	TRUE	TBT	M	adt	ENSMUST00000141939.1	ENSMUSG00000025574.13	Tk1	protein_coding	chr11	117816624	117816881	-	B4	SINE	B4	retained_intron
chr6	141652254	141652256	+	-0.944821512	0.689032788	3.56E-06	0.000103659	FALSE	TBT	M	adt	ENSMUST00000162675.1	ENSMUSG00000030236.10	Slco1b2	protein_coding	chr6	141652132	141652270	-	B1_Mur3	SINE	Alu	retained_intron
chr10	4391586	4391588	+	-0.868703865	0.370076165	6.13E-06	0.000166333	FALSE	TBT	M	adt	ENSMUST00000178920.1	ENSMUSG00000095123.1	Gm21781	lincRNA	chr10	4391523	4391644	-	ID_B1	SINE	B4	lincRNA
chr1	195107367	195107369	-	-0.937171402	-0.254120874	1.16E-05	0.000284889	FALSE	TBT	M	adt	ENSMUST00000194732.1	ENSMUSG00000016481.15	Cr1l	protein_coding	chr1	195107300	195107463	+	MER2	DNA	TcMar-Tigger	retained_intron
chr19	5673946	5673948	-	-1.632195753	2.30686768	1.35E-05	0.000323403	TRUE	TBT	M	adt	ENSMUST00000146638.1	ENSMUSG00000054874.12	Pcnx3	protein_coding	chr19	5673928	5674079	+	ID_B1	SINE	B4	retained_intron
chr10	128007610	128007612	-	-1.001264079	6.772764403	1.69E-05	0.000391082	TRUE	TBT	M	adt	ENSMUST00000219183.1	ENSMUSG00000025396.7	Hsd17b6	protein_coding	chr10	128007359	128007807	-	MLT2B3	LTR	ERVL	protein_coding
chr2	4994837	4994839	-	-1.181334234	0.043741544	1.88E-05	0.000427645	TRUE	TBT	M	adt	ENSMUST00000151533.1	ENSMUSG00000026669.14	Mcm10	protein_coding	chr2	4994828	4994927	+	PB1D7	SINE	Alu	retained_intron
chr8	3580468	3580470	+	-1.373078109	1.010417341	2.07E-05	0.000464687	TRUE	TBT	M	adt	ENSMUST00000086479.6	ENSMUSG00000065952.13	C330021F23Rik	protein_coding	chr8	3580393	3580504	+	B3	SINE	B2	protein_coding
chr13	9076450	9076452	-	-1.68834253	-1.238121036	2.11E-05	0.000470835	TRUE	TBT	M	adt	ENSMUST00000221672.1	ENSMUSG00000113543.1	Gm36264	lincRNA	chr13	9076196	9076925	+	Lx4B	LINE	L1	lincRNA
chr17	79008687	79008689	-	-0.969223398	0.57043842	2.31E-05	0.000509851	FALSE	TBT	M	adt	ENSMUST00000146917.1	ENSMUSG00000024070.15	Prkd3	protein_coding	chr17	79008644	79009098	+	RMER17A2	LTR	ERVK	processed_transcript
chr7	27452417	27452419	+	-0.47842859	5.289516283	2.75E-05	0.000587468	FALSE	TBT	M	adt	ENSMUST00000108357.7	ENSMUSG00000040466.16	Blvrb	protein_coding	chr7	27452338	27452460	-	B1_Mur4	SINE	Alu	protein_coding
chr17	23823524	23823526	+	-0.855796555	1.255810874	2.87E-05	0.00060785	FALSE	TBT	M	adt	ENSMUST00000190568.1	ENSMUSG00000039218.17	Srrm2	protein_coding	chr17	23822842	23823594	+	L2c	LINE	L2	retained_intron
chr2	168215968	168215970	-	-0.943908104	0.108508963	3.34E-05	0.000689988	FALSE	TBT	M	adt	ENSMUST00000136582.1	ENSMUSG00000078919.10	Dpm1	protein_coding	chr2	168215937	168216114	+	B2_Mm1t	SINE	B2	retained_intron
chr15	97794444	97794446	-	-1.349335924	0.581504795	4.05E-05	0.000805304	TRUE	TBT	M	adt	ENSMUST00000151334.1	ENSMUSG00000022475.19	Hdac7	protein_coding	chr15	97794353	97794541	+	B3	SINE	B2	retained_intron
chr13	100246322	100246324	-	-0.731475651	0.929557648	4.45E-05	0.000871143	FALSE	TBT	M	adt	ENSMUST00000049789.2	ENSMUSG00000071203.6	Naip5	protein_coding	chr13	100246249	100246432	-	MTC	LTR	ERVL-MaLR	protein_coding
chr15	77399085	77399087	-	-0.614102969	5.220790669	5.82E-05	0.001089991	FALSE	TBT	M	adt	ENSMUST00000175919.7	ENSMUSG00000010601.14	Apol7a	protein_coding	chr15	77398826	77399187	-	MT2B1	LTR	ERVL	protein_coding
chr5	9155732	9155734	+	-0.642507849	0.439692352	6.08E-05	0.001129757	FALSE	TBT	M	adt	ENSMUST00000200542.1	ENSMUSG00000079659.5	Tmem243	protein_coding	chr5	9155637	9155808	-	B2_Mm2	SINE	B2	processed_transcript
chr15	31621971	31621973	+	-0.718157697	0.270144583	6.27E-05	0.001156424	FALSE	TBT	M	adt	ENSMUST00000227896.1	ENSMUSG00000114995.1	Gm49284	TEC	chr15	31621893	31622288	-	MTA_Mm	LTR	ERVL-MaLR	TEC
chr5	145991642	145991644	-	-1.117001503	1.360453363	6.45E-05	0.001186106	TRUE	TBT	M	adt	ENSMUST00000153808.1	ENSMUSG00000029630.15	Cyp3a25	protein_coding	chr5	145991582	145992138	+	Lx9	LINE	L1	processed_transcript
chr13	100316615	100316617	-	-2.107962886	-0.551892632	7.00E-05	0.001272362	TRUE	TBT	M	adt	ENSMUST00000042220.2	ENSMUSG00000078942.10	Naip6	protein_coding	chr13	100316603	100316784	-	MTC	LTR	ERVL-MaLR	protein_coding
chr1	160978584	160978586	+	-0.867726299	1.589176238	7.37E-05	0.00132883	FALSE	TBT	M	adt	ENSMUST00000193477.1	ENSMUSG00000026715.12	Serpinc1	protein_coding	chr1	160978465	160978588	-	MER5A1	DNA	hAT-Charlie	retained_intron
chr14	47729658	47729660	+	-1.072020492	-0.493263234	8.43E-05	0.001486627	TRUE	TBT	M	adt	ENSMUST00000190857.1	ENSMUSG00000021843.17	Ktn1	protein_coding	chr14	47729537	47729723	-	B3	SINE	B2	retained_intron
chr18	11844299	11844301	+	-1.633201744	0.173204088	0.000122419	0.002011264	TRUE	TBT	M	adt	ENSMUST00000225430.1	ENSMUSG00000040957.15	Cables1	protein_coding	chr18	11844255	11844323	-	MIRc	SINE	MIR	processed_transcript
chr5	114975455	114975457	+	-0.889655816	-0.520690422	0.000123086	0.002020593	FALSE	TBT	M	adt	ENSMUST00000202592.1	ENSMUSG00000106838.1	1810017P11Rik	TEC	chr5	114975394	114975506	-	PB1D10	SINE	Alu	TEC
chr12	76569775	76569777	+	-1.101192284	0.673201423	0.000155418	0.002439026	TRUE	TBT	M	adt	ENSMUST00000219426.1	ENSMUSG00000052609.9	Plekhg3	protein_coding	chr12	76569638	76569791	+	B2_Mm2	SINE	B2	retained_intron
chr3	95131265	95131267	-	-1.540253667	-1.224987812	0.000168339	0.002602763	TRUE	TBT	M	adt	ENSMUST00000174835.1	ENSMUSG00000092607.9	Scnm1	protein_coding	chr3	95131108	95131685	+	MT2B2	LTR	ERVL	processed_transcript
chr1	60105343	60105345	+	-0.586432635	1.538564651	0.000180045	0.002753403	FALSE	TBT	M	adt	ENSMUST00000187978.6	ENSMUSG00000026017.13	Carf	protein_coding	chr1	60105292	60105617	-	MER74A	LTR	ERVL	protein_coding
chr4	44923117	44923119	+	-0.790193075	0.991567463	0.000229826	0.003343736	FALSE	TBT	M	adt	ENSMUST00000147272.7	ENSMUSG00000035649.17	Zcchc7	protein_coding	chr4	44922911	44923173	-	L2	LINE	L2	protein_coding
chr2	84476762	84476764	-	-1.876510178	0.183329562	0.000245649	0.00352478	TRUE	TBT	M	adt	ENSMUST00000111714.7	ENSMUSG00000027082.15	Tfpi	protein_coding	chr2	84476625	84476862	-	RLTR42	LTR	ERVK	protein_coding
chr2	164790410	164790412	+	-1.24002396	-0.64484078	0.000295603	0.004098448	TRUE	TBT	M	adt	ENSMUST00000173945.1	ENSMUSG00000050373.13	Snx21	protein_coding	chr2	164790408	164790419	+	B4	SINE	B4	retained_intron
chr8	95421532	95421534	-	-1.108265882	-0.352682891	0.000332211	0.004483742	TRUE	TBT	M	adt	ENSMUST00000212579.1	ENSMUSG00000031796.7	Cfap20	protein_coding	chr8	95421397	95421595	+	B3	SINE	B2	retained_intron
chr15	77399109	77399111	-	-0.95185094	5.37466478	0.00034483	0.004611218	FALSE	TBT	M	adt	ENSMUST00000176074.8	ENSMUSG00000010601.14	Apol7a	protein_coding	chr15	77398826	77399187	-	MT2B1	LTR	ERVL	protein_coding
chr8	121833652	121833654	+	-0.877815862	3.995398375	0.00039261	0.005127807	FALSE	TBT	M	adt	ENSMUST00000212899.1	ENSMUSG00000110631.1	Gm42047	lincRNA	chr8	121833274	121840834	+	MMERGLN-int	LTR	ERV1	lincRNA
chr6	141946815	141946817	-	-1.255296156	1.300626458	0.000411731	0.005306499	TRUE	TBT	M	adt	ENSMUST00000171651.1	ENSMUSG00000041698.11	Slco1a1	protein_coding	chr6	141946772	141947184	-	MTD	LTR	ERVL-MaLR	retained_intron
chr15	7140541	7140543	+	-1.076215005	1.87351981	0.000663165	0.007765369	TRUE	TBT	M	adt	ENSMUST00000226934.1	ENSMUSG00000054263.12	Lifr	protein_coding	chr15	7140329	7140713	+	MTC	LTR	ERVL-MaLR	nonsense_mediated_decay
chr5	65611772	65611774	-	-1.035819664	-0.265458335	0.000741067	0.008494188	TRUE	TBT	M	adt	ENSMUST00000201673.1	ENSMUSG00000029202.12	Pds5a	protein_coding	chr5	65611757	65611939	-	B2_Mm2	SINE	B2	retained_intron
chr2	77265767	77265769	-	-0.741629406	0.889854844	0.000757239	0.008627651	FALSE	TBT	M	adt	ENSMUST00000102660.7	ENSMUSG00000042272.17	Sestd1	protein_coding	chr2	77265467	77265778	+	L1MDa	LINE	L1	protein_coding
chr10	128007593	128007595	-	-0.886465306	2.433771423	0.00091568	0.010056408	FALSE	TBT	M	adt	ENSMUST00000219707.1	ENSMUSG00000025396.7	Hsd17b6	protein_coding	chr10	128007359	128007807	-	MLT2B3	LTR	ERVL	protein_coding
chr6	31430715	31430717	+	-1.666861917	0.757990583	0.001093248	0.011628664	FALSE	TBT	M	adt	ENSMUST00000147614.1	ENSMUSG00000025609.15	Mkln1	protein_coding	chr6	31430480	31430874	+	MTB	LTR	ERVL-MaLR	processed_transcript
chr14	14702278	14702280	+	-1.461600591	2.725076305	0.001111598	0.011775706	FALSE	TBT	M	adt	ENSMUST00000057015.7	ENSMUSG00000021733.10	Slc4a7	protein_coding	chr14	14702154	14702302	-	B1_Mus1	SINE	Alu	protein_coding
chr5	124715704	124715706	+	-1.359618913	-0.763540351	0.001112506	0.011782256	FALSE	TBT	M	adt	ENSMUST00000197087.4	ENSMUSG00000038023.12	Atp6v0a2	protein_coding	chr5	124715664	124715722	-	RLTR20C2_MM	LTR	ERVK	retained_intron
chr16	23192149	23192151	+	-0.338058322	4.210773137	0.001175009	0.012271186	FALSE	TBT	M	adt	ENSMUST00000232062.1	ENSMUSG00000068463.4	B630019A10Rik	antisense	chr16	23191707	23192250	-	Lx8	LINE	L1	antisense
chr7	14446768	14446770	-	-1.278926477	4.281831799	0.001363879	0.013719374	FALSE	TBT	M	adt	ENSMUST00000125941.2	ENSMUSG00000030378.15	Sult2a8	protein_coding	chr7	14446740	14446865	+	RSINE1	SINE	B4	protein_coding
chr3	121451004	121451006	+	-1.038694061	-0.658617765	0.00137762	0.013823433	FALSE	TBT	M	adt	ENSMUST00000196671.1	ENSMUSG00000053931.11	Cnn3	protein_coding	chr3	121450975	121451186	+	ID_B1	SINE	B4	retained_intron
chr1	63117117	63117119	+	-0.647853243	0.632426614	0.001399634	0.014017701	FALSE	TBT	M	adt	ENSMUST00000185480.1	ENSMUSG00000101599.1	Gm20342	lincRNA	chr1	63116996	63117139	-	B1_Mus1	SINE	Alu	lincRNA
chr12	8511200	8511202	+	-0.687720366	-0.709249476	0.001425037	0.014218562	FALSE	TBT	M	adt	ENSMUST00000219595.1	ENSMUSG00000112276.1	5033421B08Rik	antisense	chr12	8510806	8511285	+	MLT1H2	LTR	ERVL-MaLR	antisense
chr7	105743609	105743611	-	-1.388080676	0.563519168	0.001511391	0.014883044	FALSE	TBT	M	adt	ENSMUST00000146999.1	ENSMUSG00000043866.11	Taf10	protein_coding	chr7	105743578	105743724	+	B1_Mus1	SINE	Alu	retained_intron
chr7	14436446	14436448	-	-0.989252667	1.820782826	0.001521586	0.014958091	FALSE	TBT	M	adt	ENSMUST00000211800.1	ENSMUSG00000030378.15	Sult2a8	protein_coding	chr7	14434749	14437916	+	Lx2B2	LINE	L1	protein_coding
chr11	22978995	22978997	-	-1.247176462	0.92893947	0.001638831	0.015876639	FALSE	TBT	M	adt	ENSMUST00000057843.11	ENSMUSG00000051355.18	Commd1	protein_coding	chr11	22978936	22979043	+	PB1D9	SINE	Alu	protein_coding
chr5	87014159	87014161	+	-0.793272282	-0.357860534	0.001884869	0.01770367	FALSE	TBT	M	adt	ENSMUST00000199020.1	ENSMUSG00000105315.1	Gm18635	processed_pseudogene	chr5	87014092	87014179	+	ORR1B1	LTR	ERVL-MaLR	processed_pseudogene
chrX	8187173	8187175	-	-0.634011861	4.663003236	0.001906449	0.017877461	FALSE	TBT	M	adt	ENSMUST00000140011.1	ENSMUSG00000031168.14	Ebp	protein_coding	chrX	8187146	8187354	+	ID_B1	SINE	B4	retained_intron
chr1	160985757	160985759	+	-0.851904809	-0.489044342	0.002035981	0.01879321	FALSE	TBT	M	adt	ENSMUST00000194761.1	ENSMUSG00000103222.1	Gm37729	TEC	chr1	160985606	160985770	-	RSINE1	SINE	B4	TEC
chr6	147061250	147061252	+	-0.321127494	3.065866094	0.002105016	0.019277342	FALSE	TBT	M	adt	ENSMUST00000123139.1	ENSMUSG00000040112.9	Mrps35	protein_coding	chr6	147061188	147061304	-	B1_Mur1	SINE	Alu	processed_transcript
chr9	22213859	22213861	-	-0.858529793	-0.816967437	0.002132637	0.019469094	FALSE	TBT	M	adt	ENSMUST00000188595.1	ENSMUSG00000090925.2	1810064F22Rik	antisense	chr9	22213831	22214184	-	RLTR9A3B	LTR	ERVK	antisense
chr7	45001386	45001388	+	-0.712094226	0.301373646	0.002296361	0.020621121	FALSE	TBT	M	adt	ENSMUST00000208906.1	ENSMUSG00000003184.15	Irf3	protein_coding	chr7	45001332	45001433	-	PB1D10	SINE	Alu	retained_intron
chrX	60592697	60592699	-	-0.894029665	0.702232501	0.002436533	0.021546898	FALSE	TBT	M	adt	ENSMUST00000138569.1	ENSMUSG00000062949.13	Atp11c	protein_coding	chrX	60592601	60592713	+	LTR16B	LTR	ERVL	processed_transcript
chr7	63542478	63542480	+	-0.794210101	0.006075487	0.003211435	0.026660813	FALSE	TBT	M	adt	ENSMUST00000121016.2	ENSMUSG00000081788.2	Gm5898	processed_pseudogene	chr7	63542423	63542535	-	L1Md_F2	LINE	L1	processed_pseudogene
chrX	79195046	79195048	+	-0.441645849	3.662574693	0.0032222	0.026722907	FALSE	TBT	M	adt	ENSMUST00000118723.1	ENSMUSG00000081049.1	Rps24-ps3	processed_pseudogene	chrX	79190354	79196303	+	L1_Mus1	LINE	L1	processed_pseudogene
chr2	5012343	5012345	-	-0.656468296	2.45241136	0.003343982	0.027541977	FALSE	TBT	M	adt	ENSMUST00000102985.7	ENSMUSG00000026669.14	Mcm10	protein_coding	chr2	5012232	5012409	+	B2_Mm1t	SINE	B2	protein_coding
chr2	5035902	5035904	-	-0.931264607	1.136118981	0.003470017	0.028333366	FALSE	TBT	M	adt	ENSMUST00000125203.7	ENSMUSG00000026672.11	Optn	protein_coding	chr2	5035802	5035920	+	ID_B1	SINE	B4	processed_transcript
chr3	86125328	86125330	+	-1.030452341	1.495261365	0.004136792	0.032399029	FALSE	TBT	M	adt	ENSMUST00000183202.1	ENSMUSG00000028082.13	Sh3d19	protein_coding	chr3	86125206	86125588	+	MTC	LTR	ERVL-MaLR	retained_intron
chr4	94935620	94935622	+	-0.615990187	0.533743125	0.004304572	0.033391628	FALSE	TBT	M	adt	ENSMUST00000121965.1	ENSMUSG00000083179.3	Gm12693	processed_pseudogene	chr4	94935421	94935643	+	RLTR16	LTR	ERVK	processed_pseudogene
chr10	24842822	24842824	-	-0.861100155	-0.471947509	0.004785193	0.03621523	FALSE	TBT	M	adt	ENSMUST00000219342.1	ENSMUSG00000019989.8	Enpp3	protein_coding	chr10	24842298	24843122	+	MTD-int	LTR	ERVL-MaLR	protein_coding
chr16	86806363	86806365	-	-0.62606044	0.117315706	0.005018419	0.037432114	FALSE	TBT	M	adt	ENSMUST00000232333.1	ENSMUSG00000116993.1	AC135964.2	lincRNA	chr16	86806250	86806695	-	LTR10_RN	LTR	ERVK	lincRNA
chr17	71240706	71240708	+	-0.945772771	-0.276757182	0.0054267	0.039775268	FALSE	TBT	M	adt	ENSMUST00000053173.7	ENSMUSG00000024052.17	Lpin2	protein_coding	chr17	71240587	71240725	+	RLTR25B	LTR	ERVK	retained_intron
chr3	34055428	34055430	-	-0.394353481	1.389943531	0.006412451	0.045083318	FALSE	TBT	M	adt	ENSMUST00000198616.1	ENSMUSG00000105135.1	Gm43667	TEC	chr3	34055256	34055435	-	B3	SINE	B2	TEC
chr6	38559214	38559216	+	-0.694818946	0.079562074	0.00656229	0.045827879	FALSE	TBT	M	adt	ENSMUST00000162530.1	ENSMUSG00000029823.16	Luc7l2	protein_coding	chr6	38559054	38559476	-	Tigger10	DNA	TcMar-Tigger	retained_intron
chr4	108170142	108170144	+	-0.971723188	2.397244162	0.006599717	0.045963	FALSE	TBT	M	adt	ENSMUST00000133049.8	ENSMUSG00000028601.18	Echdc2	protein_coding	chr4	108169974	108170178	-	MIRb	SINE	MIR	processed_transcript
chr7	119514301	119514303	-	-0.633897372	0.156410209	0.00660925	0.046013639	FALSE	TBT	M	adt	ENSMUST00000182878.1	ENSMUSG00000098014.1	Gm26967	sense_intronic	chr7	119514121	119514392	-	B4	SINE	B4	sense_intronic
chr18	30267248	30267250	+	-0.718703246	1.52946963	0.00688659	0.047425018	FALSE	TBT	M	adt	ENSMUST00000234467.1	ENSMUSG00000117465.1	AC102496.1	lincRNA	chr18	30267211	30269257	+	RLTR4_MM-int	LTR	ERV1	lincRNA
chr15	102472736	102472738	+	-0.990130175	0.672877682	0.007271459	0.049307498	FALSE	TBT	M	adt	ENSMUST00000078404.14	ENSMUSG00000056851.14	Pcbp2	protein_coding	chr15	102472614	102472751	-	B1F1	SINE	Alu	protein_coding
chr1	119599239	119599241	-	-1.199946538	0.501178386	0.007843358	0.052339233	FALSE	TBT	M	adt	ENSMUST00000185467.1	ENSMUSG00000026383.14	Epb41l5	protein_coding	chr1	119599229	119599379	+	RMER20A	LTR	ERVK	retained_intron
chr5	115605695	115605697	+	-0.67684708	3.433048636	0.008086817	0.053577136	FALSE	TBT	M	adt	ENSMUST00000094427.6	ENSMUSG00000041638.18	Gcn1l1	protein_coding	chr5	115605623	115605764	-	ID_B1	SINE	B4	processed_transcript
chr14	70311239	70311241	-	-0.72896996	0.000833051	0.008248565	0.054400676	FALSE	TBT	M	adt	ENSMUST00000155825.1	ENSMUSG00000022094.15	Slc39a14	protein_coding	chr14	70311186	70311266	-	ID4_	SINE	ID	retained_intron
chr5	69566723	69566725	+	-0.409188803	1.804854301	0.008691456	0.056551464	FALSE	TBT	M	adt	ENSMUST00000125660.2	ENSMUSG00000029208.16	Guf1	protein_coding	chr5	69566719	69566861	+	B1_Mus1	SINE	Alu	retained_intron
chr4	45874210	45874212	+	-0.653501899	2.726707071	0.008837273	0.057143764	FALSE	TBT	M	adt	ENSMUST00000165478.1	ENSMUSG00000028327.14	Stra6l	protein_coding	chr4	45873954	45874255	-	MTE2a	LTR	ERVL-MaLR	retained_intron
chr3	98763126	98763128	-	-0.720511007	4.418497666	0.009169028	0.058756601	FALSE	TBT	M	adt	ENSMUST00000107018.7	ENSMUSG00000062410.14	Hsd3b3	protein_coding	chr3	98762943	98763241	-	ORR1D1	LTR	ERVL-MaLR	protein_coding
chr7	45570995	45570997	+	-0.669171999	2.101998263	0.01056542	0.065303837	FALSE	TBT	M	adt	ENSMUST00000209204.1	ENSMUSG00000030826.19	Bcat2	protein_coding	chr7	45570815	45571028	-	LTR65	LTR	ERV1	protein_coding
chr6	129349963	129349965	+	-0.440092875	2.413472746	0.011676665	0.070411364	FALSE	TBT	M	adt	ENSMUST00000065289.5	ENSMUSG00000053063.11	Clec12a	protein_coding	chr6	129349732	129350001	-	RLTR9A3	LTR	ERVK	protein_coding
chr11	6292604	6292606	+	-1.257002047	1.355520187	0.012687686	0.075072347	FALSE	TBT	M	adt	ENSMUST00000081894.4	ENSMUSG00000020456.17	Ogdh	protein_coding	chr11	6292489	6292691	-	LTR31	LTR	ERV1	protein_coding
chr5	24393675	24393677	+	-1.472358905	1.247093598	0.013231359	0.077200005	FALSE	TBT	M	adt	ENSMUST00000115077.7	ENSMUSG00000028973.18	Abcb8	protein_coding	chr5	24393655	24393770	+	B1F	SINE	Alu	protein_coding
chr17	12910229	12910231	-	-1.278680485	-1.617300776	0.014930128	0.084541018	FALSE	TBT	M	adt	ENSMUST00000163394.2	ENSMUSG00000073460.5	Pnldc1	protein_coding	chr17	12910105	12910252	+	B1_Mm	SINE	Alu	protein_coding
chr16	17762790	17762792	+	-1.336901244	2.309086147	0.015279188	0.085990881	FALSE	TBT	M	adt	ENSMUST00000120488.2	ENSMUSG00000022750.18	Klhl22	protein_coding	chr16	17762709	17762855	-	B1_Mus1	SINE	Alu	protein_coding
chr16	8792307	8792309	-	-1.053168409	3.361832136	0.017893443	0.096806407	FALSE	TBT	M	adt	ENSMUST00000160405.7	ENSMUSG00000022710.17	Usp7	protein_coding	chr16	8792151	8792459	-	ORR1A4	LTR	ERVL-MaLR	protein_coding
chr2	52424900	52424902	-	-0.154931001	7.1723154	0.01872563	0.100015516	FALSE	TBT	M	adt	ENSMUST00000036541.7	ENSMUSG00000036093.7	Arl5a	protein_coding	chr2	52424510	52424901	+	L1M4b	LINE	L1	protein_coding
chr17	35172818	35172820	-	-0.526223917	2.246317984	0.019918479	0.10456366	FALSE	TBT	M	adt	ENSMUST00000172693.7	ENSMUSG00000024397.14	Aif1	protein_coding	chr17	35172781	35172871	-	PB1	SINE	Alu	protein_coding
chrX	73447278	73447280	-	-0.87215089	-0.583897402	0.020046691	0.105074002	FALSE	TBT	M	adt	ENSMUST00000131140.1	ENSMUSG00000031371.14	Haus7	protein_coding	chrX	73447277	73447452	+	B2_Mm2	SINE	B2	processed_transcript
chr19	5406873	5406875	+	-0.460420695	0.587483097	0.020448769	0.106536308	FALSE	TBT	M	adt	ENSMUST00000128542.2	ENSMUSG00000086938.8	4930481A15Rik	antisense	chr19	5406822	5406935	-	B1_Mus2	SINE	Alu	antisense
chr13	55552328	55552330	-	-0.764055534	-0.266908426	0.021724989	0.11137846	FALSE	TBT	M	adt	ENSMUST00000224486.1	ENSMUSG00000021495.9	Fam193b	protein_coding	chr13	55552216	55552360	+	B1_Mus2	SINE	Alu	retained_intron
chr6	49082584	49082586	+	-0.709010531	0.758291506	0.023111303	0.116395907	FALSE	TBT	M	adt	ENSMUST00000139726.1	ENSMUSG00000029815.12	Malsu1	protein_coding	chr6	49082496	49082658	-	L1_Rod	LINE	L1	retained_intron
chr2	4993256	4993258	-	-0.837360179	0.071834655	0.027967781	0.133737082	FALSE	TBT	M	adt	ENSMUST00000139882.7	ENSMUSG00000026669.14	Mcm10	protein_coding	chr2	4993149	4993270	-	PB1D10	SINE	Alu	retained_intron
chr3	98763052	98763054	-	-0.660289897	6.042879221	0.029282712	0.1382709	FALSE	TBT	M	adt	ENSMUST00000107019.7	ENSMUSG00000062410.14	Hsd3b3	protein_coding	chr3	98762943	98763241	-	ORR1D1	LTR	ERVL-MaLR	protein_coding
chr1	190925111	190925113	+	-1.203591072	2.688324201	0.035650103	0.159574225	FALSE	TBT	M	adt	ENSMUST00000027947.12	ENSMUSG00000026634.16	Angel2	protein_coding	chr1	190924967	190925310	+	MTB_Mm	LTR	ERVL-MaLR	protein_coding
chr17	45588740	45588742	-	-0.520655556	0.402921237	0.037112007	0.163917407	FALSE	TBT	M	adt	ENSMUST00000171978.1	ENSMUSG00000023942.15	Slc29a1	protein_coding	chr17	45588628	45588825	-	ID_B1	SINE	B4	processed_transcript
chr10	128007507	128007509	-	-1.066085427	1.515944205	0.039071988	0.169750126	FALSE	TBT	M	adt	ENSMUST00000219447.1	ENSMUSG00000025396.7	Hsd17b6	protein_coding	chr10	128007359	128007807	-	MLT2B3	LTR	ERVL	protein_coding
chr5	125286676	125286678	-	-0.507777115	0.082926237	0.039449922	0.170737955	FALSE	TBT	M	adt	ENSMUST00000135736.1	ENSMUSG00000037936.15	Scarb1	protein_coding	chr5	125286655	125286840	-	B2_Mm2	SINE	B2	retained_intron
chr5	92571476	92571478	+	-0.684192475	-0.158060022	0.039900755	0.171958129	FALSE	TBT	M	adt	ENSMUST00000176621.7	ENSMUSG00000057068.15	Fam47e	protein_coding	chr5	92571457	92571802	+	L2b	LINE	L2	protein_coding
chr3	40862164	40862166	+	-0.473518236	-0.205716697	0.040816079	0.174848068	FALSE	TBT	M	adt	ENSMUST00000203535.1	ENSMUSG00000107741.2	Gm2011	transcribed_unprocessed_pseudogene	chr3	40862127	40862373	-	IAPEz-int	LTR	ERVK	processed_transcript
